"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items"
1965,"backyard","large",37,1,0,26.3345259383363,0,1,1,0
1966,"backyard","small",12,0,0,6.42249635394641,1,1,1,1
1967,"beach","small",9,1,0,3.23383198255861,1,1,1,0
1968,"campsite","small",15,0,0,9.78981283963301,1,1,1,0
1969,"campsite","large",48,1,0,30.9599434386275,1,1,0,0
1970,"backyard","small",15,0,1,11.4089896716718,0,1,1,0
1971,"backyard","small",10,0,0,6.70715416045656,1,1,0,1
1972,"backyard","small",8,1,1,6.09679435829844,1,1,1,0
1973,"beach","small",9,1,0,5.83373211308225,1,1,0,1
1974,"beach","small",11,1,0,6.90526426813045,1,1,1,0
1975,"backyard","large",36,0,0,26.8302116594143,1,1,1,0
1976,"backyard","large",37,1,1,26.050964435909,1,1,1,0
1977,"backyard","small",13,0,0,8.96279850971959,1,1,1,1
1978,"backyard","large",35,0,0,24.6163184973515,0,0,0,0
1979,"backyard","small",15,0,0,9.91852642244146,1,1,1,1
1980,"backyard","large",42,1,0,26.1329418553564,1,1,0,0
1981,"backyard","small",12,1,0,6.3790592639405,0,1,1,0
1982,"backyard","large",44,1,0,42.9113343260418,1,1,0,0
1983,"beach","small",16,1,0,7.85583091489172,0,1,1,0
1984,"backyard","small",11,1,0,11.2169067959807,1,1,0,1
1985,"beach","large",48,1,0,39.2359521551784,1,1,1,0
1986,"campsite","small",15,1,0,11.2613006372771,0,1,0,1
1987,"backyard","small",11,0,0,7.64375539842237,1,1,0,1
1988,"campsite","large",27,0,0,26.6983503718066,1,1,0,0
1989,"backyard","large",34,1,1,30.1093241501498,1,1,1,0
1990,"backyard","small",11,0,0,5.36711435807866,0,1,1,0
1991,"backyard","small",15,0,0,10.5598723830108,1,1,0,0
1992,"campsite","small",7,1,0,4.71123718944544,1,1,1,0
1993,"campsite","small",6,1,0,3.94860437334935,1,1,1,1
1994,"beach","small",13,0,0,9.3576234536548,1,0,1,0
1995,"backyard","small",11,1,0,10.2531731924305,1,1,1,0
1996,"beach","large",34,0,0,26.4704065641908,1,1,1,1
1997,"backyard","small",12,1,0,4.99657162916925,0,0,1,0
1998,"campsite","small",16,1,0,10.06402513271,0,1,0,0
1999,"backyard","small",9,1,0,4.73937726074628,1,1,1,0
2000,"campsite","large",50,0,0,36.6425764129244,0,1,0,0
2001,"campsite","small",10,0,0,5.78964362130709,0,1,0,0
2002,"beach","small",5,1,0,2.62330596515778,1,1,1,0
2003,"backyard","large",45,0,0,44.5559203072186,1,1,1,1
2004,"backyard","small",16,0,0,10.083332676443,1,1,1,1
2005,"campsite","small",11,1,0,4.44314593050195,1,1,1,1
2006,"campsite","small",17,1,0,11.360485133044,1,1,0,0
2007,"campsite","small",11,1,0,7.88689915277907,1,1,1,0
2008,"backyard","small",21,1,0,14.8027720962022,1,1,0,0
2009,"backyard","small",10,1,0,6.39199801664746,1,1,1,1
2010,"campsite","small",7,1,0,5.55504945189903,1,1,1,0
2011,"backyard","large",51,0,0,30.4154769111552,1,1,0,0
2012,"backyard","small",11,0,0,7.9148504482436,1,1,1,0
2013,"campsite","large",48,0,0,35.9928654687301,1,1,1,0
2014,"backyard","large",40,1,0,38.0001346463328,1,1,0,0
2015,"backyard","large",46,0,0,27.4968711564627,1,1,1,0
2016,"campsite","small",11,1,1,2.64590232025653,1,1,0,0
2017,"campsite","large",51,0,0,39.475758942441,1,1,0,0
2018,"backyard","small",11,0,0,6.75662459259193,1,1,0,0
2019,"backyard","small",15,1,0,8.08707539398972,1,0,1,0
2020,"backyard","small",8,1,0,3.16961728743454,1,1,0,0
2021,"campsite","small",15,1,0,8.1995776350103,1,1,0,0
2022,"backyard","small",13,1,0,8.21979843412143,1,1,0,1
2023,"backyard","small",13,0,0,8.82878703487666,1,1,0,1
2024,"backyard","small",15,1,0,9.38828555252806,0,1,1,1
2025,"backyard","small",15,1,1,9.09840870743226,0,1,0,0
2026,"beach","small",13,1,0,7.33842973971043,1,1,1,0
2027,"backyard","small",6,1,1,2.94919346495399,1,1,0,0
2028,"campsite","small",14,0,1,5.62870581440411,0,1,1,0
2029,"backyard","small",12,0,0,6.99354079336186,1,1,1,0
2030,"beach","small",13,1,0,11.7319618756453,1,1,1,0
2031,"campsite","small",10,0,0,7.71933385387485,1,1,0,1
2032,"backyard","small",5,1,0,2.33072708224566,1,1,1,0
2033,"campsite","small",9,1,1,6.02832223132371,1,1,1,1
2034,"backyard","small",11,0,0,5.47545213715165,1,1,0,1
2035,"campsite","small",9,0,0,3.82809432491514,1,1,1,0
2036,"campsite","small",10,0,0,7.53856610781132,1,1,1,1
2037,"beach","small",15,0,0,9.3305169437915,1,1,0,0
2038,"backyard","small",10,0,0,5.81711472581491,1,1,0,1
2039,"beach","small",13,0,0,9.14380171071949,1,1,0,0
2040,"backyard","small",9,0,0,4.82629540794516,1,1,1,0
2041,"campsite","small",12,1,0,9.2495846866057,1,1,0,0
2042,"backyard","small",11,1,0,6.9525817389961,0,1,0,1
2043,"backyard","small",18,1,0,14.2328792285687,1,1,0,0
2044,"beach","small",9,0,0,4.46162366246475,1,1,0,1
2045,"campsite","small",12,0,0,8.06726762539457,1,1,0,0
2046,"backyard","small",16,1,0,9.62983984347444,1,1,1,0
2047,"backyard","large",44,0,0,34.3847786688297,1,1,0,0
2048,"backyard","large",41,0,0,31.0146517830872,1,1,1,1
2049,"backyard","small",10,0,0,6.51794702816415,1,1,0,0
2050,"backyard","large",32,1,0,21.0609028620693,1,1,0,0
2051,"campsite","small",9,0,0,6.79557406636936,1,1,1,0
2052,"backyard","large",39,0,1,32.7701725973454,1,1,1,0
2053,"beach","large",46,1,0,38.2526697859803,1,1,1,0
2054,"backyard","large",39,0,0,32.9918808703004,1,1,1,1
2055,"backyard","large",44,1,1,25.9094501824115,0,1,0,0
2056,"campsite","small",6,1,0,2.77479260278302,1,1,0,1
2057,"campsite","small",14,1,0,8.55623611102846,1,1,1,1
2058,"backyard","small",11,0,0,9.57227853395722,1,1,0,0
2059,"backyard","large",42,1,0,30.1941649168341,1,1,0,0
2060,"backyard","small",15,0,0,14.4989041616653,1,1,1,0
2061,"backyard","small",11,1,0,6.76208701682485,1,1,0,1
2062,"campsite","large",34,1,0,22.8565420640576,1,0,1,1
2063,"backyard","small",14,0,0,9.66441359602607,1,1,1,0
2064,"backyard","small",12,1,0,7.18394874734569,1,1,1,0
2065,"campsite","small",9,0,0,5.57930265417208,1,1,1,0
2066,"backyard","small",14,1,0,7.17103839816205,1,1,1,1
2067,"backyard","small",8,0,0,3.60964609787917,1,1,0,0
2068,"backyard","small",10,1,0,8.51781783451452,1,1,0,0
2069,"campsite","large",38,1,0,26.9591539167868,1,1,1,0
2070,"backyard","large",44,1,0,34.2731080160415,0,1,1,1
2071,"campsite","small",14,1,1,8.12644807122366,1,1,1,0
2072,"campsite","small",14,1,0,6.61429473555248,1,1,1,1
2073,"backyard","small",16,1,0,11.5513091007279,1,1,0,0
2074,"backyard","small",8,1,0,6.45140709415794,1,0,1,0
2075,"campsite","small",10,1,1,6.29517695357062,1,1,0,1
2076,"campsite","small",7,1,0,5.29334866953388,1,1,1,1
2077,"campsite","small",16,0,1,11.9516207394944,1,1,0,0
2078,"campsite","small",15,0,0,8.57364240304097,1,0,1,0
2079,"campsite","small",14,1,0,8.80250434558039,1,1,0,1
2080,"beach","small",8,0,0,4.20868819306722,1,1,0,0
2081,"beach","small",8,1,0,9.10022313066107,1,0,0,0
2082,"beach","small",11,1,0,5.80317351180517,1,1,1,0
2083,"beach","large",36,0,1,21.6373863927655,0,1,1,0
2084,"campsite","small",10,0,0,6.89640583748278,1,1,1,0
2085,"backyard","small",11,0,0,6.70134072853014,1,1,1,0
2086,"backyard","large",43,1,0,29.316261796261,1,1,0,0
2087,"backyard","small",14,0,1,8.62147429793874,1,1,0,0
2088,"campsite","small",13,0,1,8.10402764061268,1,1,1,0
2089,"backyard","small",14,0,0,7.12501498275128,1,1,1,1
2090,"campsite","large",43,0,0,27.8249397285539,1,0,1,1
2091,"campsite","small",20,0,0,13.6796783114789,1,1,1,0
2092,"backyard","small",12,0,1,6.70985031219721,0,1,1,0
2093,"backyard","small",12,0,0,8.14421093806447,1,1,1,0
2094,"campsite","small",10,0,0,10.7004388563224,1,1,1,1
2095,"backyard","large",41,1,0,31.783164965084,1,1,1,0
2096,"backyard","small",8,1,0,5.66235904138871,1,1,1,0
2097,"campsite","small",12,1,1,8.43021624750894,1,1,0,0
2098,"backyard","small",15,1,0,10.2198957511549,1,1,0,0
2099,"beach","small",18,1,0,9.25478176464862,1,1,0,0
2100,"backyard","small",8,0,0,3.3142096650108,1,1,1,0
2101,"backyard","small",11,1,0,5.17868564788459,1,1,0,1
2102,"beach","small",12,1,0,7.41155986247971,1,1,1,1
2103,"campsite","small",10,0,1,6.46955345499758,1,1,1,0
2104,"backyard","small",9,1,1,5.2608938599488,1,1,1,0
2105,"backyard","small",6,0,0,2.13331137549283,1,1,0,0
2106,"backyard","large",50,0,0,41.4220601922122,1,1,1,0
2107,"campsite","small",15,1,1,10.275413630689,1,1,0,1
2108,"backyard","small",13,1,0,6.23078252844626,1,1,0,0
2109,"backyard","small",14,1,0,8.61761814472058,1,1,1,0
2110,"backyard","large",39,1,0,32.0906193441223,1,1,1,1
2111,"backyard","large",43,0,0,35.6197770181446,1,1,1,1
2112,"backyard","small",17,1,0,11.2980110288695,0,1,1,1
2113,"campsite","small",13,0,0,8.96563612422944,1,1,0,0
2114,"beach","small",14,1,0,11.1299956462912,1,1,1,0
2115,"beach","large",44,1,0,34.0211155034828,0,0,1,0
2116,"beach","small",17,0,0,5.10055594210794,0,1,1,0
2117,"backyard","small",17,1,0,10.9509338229481,1,1,1,0
2118,"backyard","small",12,0,0,7.81425254992046,1,1,0,1
2119,"backyard","small",9,0,0,7.10661069608565,1,0,1,0
2120,"backyard","large",48,0,0,35.6565586566567,1,1,0,0
2121,"backyard","small",18,0,0,15.5818712732473,1,1,0,0
2122,"backyard","small",18,0,0,12.9441712822501,1,1,1,0
2123,"backyard","large",45,1,1,45.6306613764037,1,1,1,0
2124,"beach","small",16,0,1,10.6141516432553,1,1,1,0
2125,"backyard","small",14,1,0,10.7368102648965,1,1,1,0
2126,"campsite","small",8,0,0,5.60443518032819,0,1,0,1
2127,"beach","small",12,1,0,8.37354572824509,1,1,1,1
2128,"backyard","large",45,0,0,34.8962269919448,1,1,0,0
2129,"beach","large",41,0,0,26.7660456033813,1,1,0,0
2130,"backyard","large",43,0,0,31.2519169837599,1,1,0,0
2131,"backyard","large",39,0,0,25.3901848727858,1,1,1,0
2132,"campsite","large",48,0,0,36.150792130897,1,1,1,0
2133,"backyard","small",10,1,0,6.39080617466554,1,1,1,0
2134,"campsite","small",11,1,0,10.0725817835713,0,1,1,0
2135,"beach","small",11,1,0,6.41923974350661,1,1,0,0
2136,"backyard","small",12,0,0,10.1629676054812,1,1,1,0
2137,"campsite","small",10,0,0,5.88336356319419,1,1,1,1
2138,"campsite","small",11,0,0,6.34448822556526,1,1,1,0
2139,"backyard","small",10,0,0,6.47896671173093,0,1,1,0
2140,"campsite","small",12,1,0,5.22722512665949,1,1,1,0
2141,"campsite","small",10,0,0,7.54710900256623,1,1,1,0
2142,"backyard","small",12,1,0,7.52076072615735,1,1,0,0
2143,"backyard","small",15,0,0,5.25089549525083,1,1,0,1
2144,"beach","small",10,0,0,4.81179697783335,0,1,0,0
2145,"backyard","small",5,1,1,3.5706538970903,1,1,0,0
2146,"backyard","large",54,1,0,41.2958092900137,1,1,1,0
2147,"backyard","large",35,0,0,26.6216728135316,1,1,1,0
2148,"beach","small",8,1,0,3.85818292438893,1,1,1,1
2149,"campsite","small",15,1,0,11.0718610975645,1,1,1,0
2150,"campsite","small",8,1,0,4.62018400292244,0,1,1,0
2151,"backyard","small",12,1,0,10.2800005626547,1,1,0,0
2152,"backyard","small",12,0,1,8.56989176005201,1,1,1,0
2153,"campsite","small",10,1,0,6.66001558335967,1,1,1,1
2154,"backyard","small",11,0,1,6.73573780657421,1,1,1,0
2155,"backyard","small",10,1,0,5.28785868513618,0,1,0,1
2156,"campsite","small",9,1,0,6.08214082204287,1,1,0,0
2157,"campsite","small",10,1,1,4.76281795333546,1,0,0,0
2158,"campsite","small",11,0,0,10.7356848400936,1,1,1,0
2159,"backyard","small",15,1,0,10.1600316645711,1,1,1,1
2160,"backyard","small",8,0,0,4.57476116251491,1,1,1,1
2161,"backyard","small",13,1,0,11.6982173664334,1,1,1,0
2162,"campsite","large",56,0,0,39.322630222367,1,1,1,1
2163,"backyard","small",14,1,0,9.1212505904494,1,1,0,0
2164,"backyard","small",10,1,0,7.10358945788187,1,1,1,1
2165,"backyard","small",12,1,0,9.62170593467363,1,1,1,1
2166,"campsite","small",8,1,1,6.16973009776293,1,0,1,1
2167,"campsite","large",33,0,1,23.1434940022772,1,1,0,0
2168,"backyard","small",11,0,0,7.96711830271984,1,0,0,0
2169,"backyard","small",22,1,0,14.2606090790124,1,1,1,0
2170,"backyard","small",18,1,0,14.5591700581888,1,1,0,0
2171,"backyard","large",38,0,0,32.3792419093826,1,1,0,1
2172,"beach","small",12,1,0,7.47233695387878,0,1,1,1
2173,"backyard","small",11,0,1,6.34225788767793,1,1,1,1
2174,"backyard","large",47,0,0,40.0259562199628,1,1,1,0
2175,"backyard","small",10,1,0,4.56823361876968,1,1,0,0
2176,"backyard","large",50,1,0,29.4151118695468,1,1,1,0
2177,"campsite","small",12,1,0,8.01117448857628,1,1,0,0
2178,"backyard","small",9,1,1,4.84631974125769,0,1,1,0
2179,"campsite","large",26,1,1,20.8097550870812,1,1,0,0
2180,"backyard","large",30,0,0,22.920801848418,1,1,0,0
2181,"backyard","small",7,0,0,2.91924854937935,1,1,0,0
2182,"beach","large",37,0,0,20.7706545705492,1,1,1,0
2183,"campsite","small",12,0,0,6.89076829572911,1,1,1,1
2184,"backyard","small",6,0,0,3.07089476023565,1,0,1,0
2185,"campsite","small",14,1,0,7.55712136264253,1,1,0,0
2186,"backyard","small",11,1,1,7.06018645504479,1,1,1,0
2187,"backyard","small",13,1,0,3.75659513035868,1,1,1,0
2188,"beach","small",10,1,1,5.32266577582216,1,1,1,0
2189,"backyard","small",11,0,0,8.27655337343057,1,0,1,0
2190,"campsite","small",11,0,0,7.93129318534064,1,1,1,0
2191,"backyard","large",42,0,1,28.5451027878203,0,1,0,0
2192,"backyard","small",19,1,0,14.2698558641242,1,1,1,1
2193,"backyard","small",14,1,0,7.92077910741805,1,1,0,1
2194,"backyard","small",11,0,0,7.27648936332728,1,1,1,0
2195,"campsite","large",41,0,0,35.5584631667276,1,1,1,0
2196,"campsite","small",13,1,0,8.52008336192132,1,1,1,0
2197,"backyard","small",14,0,0,10.7303360862857,1,1,1,0
2198,"backyard","large",43,0,0,31.5589974806901,1,1,0,0
2199,"backyard","small",7,0,0,4.12362097785925,1,1,1,1
2200,"backyard","small",11,0,0,6.36099959953407,1,1,1,0
2201,"backyard","small",13,1,1,10.0616575013736,1,1,1,0
2202,"campsite","large",34,0,0,23.9130199847057,1,1,0,0
2203,"campsite","small",8,0,0,2.41767417727992,1,1,0,1
2204,"backyard","small",11,1,0,7.85661776992767,1,1,1,0
2205,"campsite","small",13,0,0,11.9556741229336,0,1,1,0
2206,"backyard","small",10,0,0,7.38199459645751,1,1,1,0
2207,"backyard","large",40,1,0,28.1547409742704,1,1,1,0
2208,"backyard","large",41,0,0,24.9620572255979,1,0,1,1
2209,"beach","small",10,1,0,6.63774380299155,1,1,1,0
2210,"backyard","large",33,1,0,26.7720865905898,1,1,1,0
2211,"beach","small",15,1,0,13.4885168850399,1,1,1,0
2212,"campsite","small",12,0,0,9.05720428098792,0,0,1,0
2213,"backyard","small",9,1,0,6.56178249493188,1,1,0,0
2214,"backyard","small",10,1,0,5.34482338113404,1,1,0,1
2215,"campsite","small",11,0,0,4.54392537669757,1,1,1,1
2216,"campsite","small",14,1,1,9.1124666917289,1,1,1,0
2217,"backyard","small",13,0,1,6.50243433803655,1,1,0,1
2218,"backyard","small",16,1,0,10.4686139332935,1,1,0,1
2219,"campsite","small",16,0,0,12.8336114461609,1,1,0,0
2220,"campsite","large",32,0,0,27.0177795003734,1,1,0,0
2221,"backyard","large",40,0,0,36.3404573515946,1,1,0,0
2222,"backyard","small",12,0,0,9.30082543922117,1,1,1,0
2223,"backyard","small",22,1,0,13.7174263943647,1,1,0,0
2224,"backyard","small",10,1,0,4.1779007049164,0,1,0,0
2225,"backyard","small",15,0,0,6.98308900589009,0,1,1,0
2226,"backyard","small",11,1,0,9.16064065554208,1,1,0,0
2227,"backyard","small",12,1,0,11.1672086058724,1,1,1,0
2228,"campsite","small",9,0,1,5.63609803411048,1,1,1,1
2229,"campsite","small",11,1,1,6.8828257910917,1,1,1,1
2230,"backyard","large",47,0,0,34.9658450560723,1,1,1,0
2231,"backyard","small",12,0,1,9.06733625499941,1,1,1,0
2232,"backyard","large",34,1,0,25.150407736183,1,1,1,0
2233,"backyard","small",12,0,1,11.4452797831595,1,1,1,0
2234,"backyard","small",15,0,0,6.43543856023478,1,1,0,0
2235,"beach","small",11,1,1,5.39788973802353,1,1,0,0
2236,"campsite","small",13,0,1,6.87681245959404,1,0,1,1
2237,"backyard","small",11,1,0,8.21306666707302,1,1,1,0
2238,"backyard","large",42,1,0,38.9188689629946,1,1,0,1
2239,"campsite","small",8,1,0,4.75838690408622,0,1,1,0
2240,"backyard","small",13,1,0,7.67076411186601,1,1,1,1
2241,"backyard","small",11,1,1,7.75599910854989,1,1,1,0
2242,"backyard","large",45,1,0,33.5341528269206,1,1,1,0
2243,"backyard","small",11,0,0,8.31773319794563,1,1,1,0
2244,"campsite","small",12,1,1,9.08972306580821,1,0,1,1
2245,"backyard","small",8,1,0,2.69957844625146,1,1,0,1
2246,"backyard","small",12,0,1,11.0916292097105,1,1,1,0
2247,"backyard","small",15,1,0,11.8027135231076,1,1,0,0
2248,"campsite","small",8,0,0,5.3383712264224,1,1,1,0
2249,"campsite","small",16,1,0,9.9468696635847,1,1,1,1
2250,"beach","small",11,0,0,6.24093732227921,1,1,1,0
2251,"campsite","small",10,1,0,5.5686409902786,1,1,1,1
2252,"backyard","large",36,1,1,31.3328817711672,1,1,0,1
2253,"backyard","small",13,0,0,9.21592893215097,1,1,1,1
2254,"backyard","small",19,1,0,13.4874982096597,1,1,1,0
2255,"campsite","small",11,1,0,4.94036254404238,1,1,0,0
2256,"campsite","small",16,1,1,10.5353619528859,1,1,1,0
2257,"campsite","small",12,0,0,8.98057786009691,1,1,1,0
2258,"backyard","small",10,0,0,7.6943553156182,1,0,0,0
2259,"backyard","small",10,1,0,5.20702421473074,1,1,0,0
2260,"backyard","small",11,0,0,9.28387599170734,0,1,1,0
2261,"backyard","large",41,0,0,31.5132755623162,0,1,1,1
2262,"backyard","small",12,1,0,10.1147546527497,1,1,1,1
2263,"backyard","small",9,0,0,6.32571428429613,1,1,0,1
2264,"campsite","small",10,1,0,5.8959158929023,1,1,1,0
2265,"backyard","small",12,0,0,8.50804353241036,1,1,1,0
2266,"campsite","small",14,0,1,8.95884899024106,1,1,0,0
2267,"backyard","small",15,0,0,6.07613041804037,1,1,0,1
2268,"backyard","small",11,0,0,3.24491982228296,1,1,1,0
2269,"campsite","small",8,1,1,5.16617913524164,1,1,1,0
2270,"backyard","large",51,0,0,50.5933601067709,1,1,1,0
2271,"campsite","small",13,0,0,5.12354860246717,1,1,0,0
2272,"backyard","large",40,1,1,27.1877296687179,0,1,0,0
2273,"backyard","small",15,0,0,10.0518957459296,1,1,1,0
2274,"campsite","large",45,0,0,36.0789238415265,1,1,1,1
2275,"campsite","small",9,1,0,2.75311779280704,1,1,1,0
2276,"campsite","small",9,1,0,7.56488887672402,1,1,1,0
2277,"backyard","small",15,0,0,5.86050770916449,1,1,1,0
2278,"beach","small",10,1,0,5.76728229717364,1,1,1,0
2279,"backyard","small",9,0,0,4.02416302763331,1,1,0,0
2280,"backyard","small",12,0,0,7.48143410291831,1,1,1,0
2281,"beach","small",9,0,0,7.04384205480559,1,1,1,0
2282,"campsite","small",7,0,1,3.53973291077686,1,1,1,1
2283,"backyard","small",9,1,1,6.65004173758962,1,1,1,0
2284,"campsite","small",10,1,0,6.69932755050908,1,1,1,0
2285,"backyard","large",47,1,1,39.0384076883518,0,0,0,1
2286,"beach","small",12,0,0,7.7267926308801,1,1,1,1
2287,"backyard","small",15,1,0,4.87173672175438,1,1,0,0
2288,"backyard","large",44,1,0,34.1421647479002,0,1,1,0
2289,"campsite","small",10,1,0,6.26783571378392,0,1,1,0
2290,"backyard","small",11,0,0,5.22078953264091,1,1,0,0
2291,"backyard","small",12,1,0,10.4994533109442,1,1,1,0
2292,"backyard","small",13,0,0,7.46773975630573,1,1,1,1
2293,"campsite","large",47,0,1,31.9637882288428,1,1,0,0
2294,"backyard","small",7,1,0,5.61462804806221,1,1,0,0
2295,"campsite","small",14,1,0,7.69159431431759,1,1,1,1
2296,"backyard","small",17,1,0,9.97115963768647,1,1,1,0
2297,"campsite","small",8,0,0,5.76045688862142,1,1,1,0
2298,"campsite","small",11,0,0,7.14470581750687,1,1,1,0
2299,"backyard","large",46,1,0,29.0800009787957,1,1,1,0
2300,"campsite","small",12,0,0,8.87292651432641,1,1,1,0
2301,"backyard","small",14,1,0,11.7638066540796,1,1,1,1
2302,"beach","large",34,0,0,32.5012160130545,1,1,1,0
2303,"backyard","small",9,0,0,5.23872665756107,1,1,0,1
2304,"campsite","small",6,1,0,2.07114181119426,1,1,1,0
2305,"backyard","large",29,0,0,25.9129815977266,1,1,1,1
2306,"campsite","small",13,1,0,6.97959441296174,1,1,0,1
2307,"backyard","small",15,0,0,11.1269057702149,1,0,1,0
2308,"backyard","small",19,1,0,7.26494583544761,1,1,1,1
2309,"campsite","small",7,1,0,5.11006984389331,1,1,0,0
2310,"backyard","small",8,1,1,5.84821923490827,1,1,1,0
2311,"campsite","small",16,0,0,12.0562518602375,1,1,0,1
2312,"campsite","small",13,0,0,8.2930005311052,1,1,1,0
2313,"backyard","small",16,1,0,13.6125887458368,1,1,1,1
2314,"backyard","small",14,0,0,7.94208628932405,0,1,1,0
2315,"campsite","small",13,0,0,8.67025088479496,0,1,1,1
2316,"backyard","small",9,0,1,6.03202771111294,1,1,1,1
2317,"backyard","small",16,1,1,13.0377403450271,0,1,1,0
2318,"backyard","large",45,1,0,33.549440709712,1,1,0,0
2319,"backyard","large",36,0,0,18.8683182062185,1,1,1,1
2320,"campsite","small",12,0,1,7.05180848196,1,1,1,0
2321,"campsite","small",13,1,0,10.1893398969434,1,0,1,1
2322,"backyard","small",15,0,0,11.4366929674004,1,1,0,0
2323,"backyard","small",12,0,0,8.79132413220629,1,1,0,1
2324,"campsite","large",43,1,0,28.7726802706952,1,1,0,0
2325,"campsite","small",15,0,0,10.2441549284611,1,1,0,0
2326,"backyard","small",8,1,0,5.63139914131114,1,1,1,1
2327,"backyard","large",44,0,0,34.1223047084249,1,0,1,0
2328,"backyard","small",12,1,0,4.43650497399865,1,1,1,0
2329,"campsite","small",13,0,0,8.51868574738636,1,1,1,1
2330,"backyard","small",13,1,0,7.72264497990256,1,1,1,0
2331,"backyard","small",13,0,0,9.73631663339714,1,1,0,1
2332,"backyard","small",17,0,0,8.13883510893951,0,1,1,1
2333,"backyard","small",12,1,0,8.43644086864553,1,1,1,0
2334,"campsite","small",17,1,0,10.8394131475044,1,1,0,1
2335,"campsite","small",18,0,0,11.0214378435785,1,1,0,1
2336,"campsite","small",13,1,1,5.84655785575358,0,1,1,0
2337,"backyard","small",12,1,0,6.60032551210034,1,1,1,0
2338,"backyard","small",8,1,1,5.95910633279537,1,1,0,0
2339,"campsite","large",41,0,0,23.7599840782967,1,1,1,0
2340,"campsite","small",16,1,1,14.2553381263681,1,1,1,1
2341,"campsite","small",11,1,0,5.53816465741426,1,1,1,0
2342,"backyard","small",14,1,0,6.9000563523412,1,1,0,0
2343,"campsite","small",16,0,0,7.42198474535089,1,1,1,0
2344,"beach","small",8,1,0,3.39902926549736,1,1,1,0
2345,"backyard","small",8,0,0,6.76390795831781,1,1,0,1
2346,"campsite","small",16,1,0,9.59153354470396,1,1,0,0
2347,"backyard","large",40,1,0,31.6218629290056,1,1,1,0
2348,"backyard","small",9,0,0,4.57576608265881,1,1,0,0
2349,"beach","small",9,1,0,3.91002100286974,1,1,0,0
2350,"campsite","small",8,1,0,2.16366123008596,1,1,1,0
2351,"beach","large",57,0,0,44.3945236850609,1,1,0,1
2352,"beach","small",12,0,0,6.67569788510537,1,1,1,0
2353,"backyard","small",9,1,0,4.50319241821813,1,1,1,0
2354,"campsite","small",19,0,0,19.3113867104561,1,1,1,1
2355,"backyard","large",35,1,1,23.7573569075077,1,1,1,0
2356,"campsite","large",47,0,0,39.7997421177389,1,1,0,0
2357,"campsite","large",39,1,1,28.6102964945157,1,1,1,0
2358,"backyard","small",11,0,0,5.59378221090551,1,1,1,0
2359,"campsite","small",10,1,1,7.50496490235726,1,1,1,0
2360,"campsite","small",11,0,1,5.95926169484675,1,1,1,0
2361,"campsite","small",21,0,0,12.5287799892673,0,1,0,0
2362,"beach","small",11,0,1,4.10257267702116,1,1,1,0
2363,"beach","small",9,0,0,6.82686029430102,1,1,1,1
2364,"backyard","large",33,1,0,26.9301185037227,1,1,1,1
2365,"backyard","small",19,0,0,13.3582309590983,1,1,1,0
2366,"beach","small",11,1,0,5.76885786539515,1,1,1,0
2367,"backyard","small",8,1,0,3.59163793930388,1,0,1,0
2368,"beach","small",12,0,0,8.41358200690198,1,1,1,1
2369,"campsite","small",11,0,1,9.37900414268678,1,1,0,0
2370,"backyard","large",51,0,0,42.3591255427515,1,1,0,1
2371,"backyard","small",6,0,1,3.00117575028794,1,1,1,1
2372,"backyard","small",10,1,0,7.88627737482997,1,1,0,0
2373,"backyard","large",50,1,1,38.4699113700801,1,1,1,1
2374,"campsite","small",10,0,0,10.6303698573726,0,1,1,1
2375,"backyard","large",40,1,0,35.4333126024458,1,1,1,0
2376,"backyard","small",11,1,1,7.51768332808535,1,1,1,0
2377,"beach","small",11,0,0,8.17717683368905,0,1,1,0
2378,"backyard","small",11,1,0,8.2991663954534,0,1,0,0
2379,"beach","small",11,0,0,6.89109807553999,0,0,1,0
2380,"backyard","small",7,0,0,3.90773759926231,1,1,0,1
2381,"backyard","large",40,1,0,28.7807855311231,0,1,0,1
2382,"campsite","small",15,1,1,11.5261428257581,1,1,1,1
2383,"backyard","small",13,0,0,7.61436164825089,1,1,0,0
2384,"backyard","small",12,1,0,8.91627050374493,1,1,1,0
2385,"campsite","small",14,0,0,10.1326533719112,1,1,1,1
2386,"backyard","small",10,1,0,5.61405997324358,1,1,1,0
2387,"beach","small",10,0,0,6.86795971813699,1,1,1,1
2388,"backyard","small",9,0,0,5.68460295456473,0,1,1,1
2389,"backyard","large",32,0,0,22.3510752110848,1,1,0,0
2390,"campsite","large",45,1,0,36.9614936455007,1,1,1,0
2391,"backyard","small",12,1,0,6.45802625591516,1,1,1,0
2392,"backyard","small",8,0,0,5.64142960859922,1,1,0,0
2393,"backyard","small",13,0,0,7.1281000229416,0,1,1,1
2394,"beach","small",17,1,0,15.3233779987234,0,1,0,0
2395,"beach","small",12,1,1,8.28213953377275,1,1,1,0
2396,"beach","small",15,0,0,12.8185630479936,1,1,1,1
2397,"backyard","large",37,0,0,31.045370590382,1,1,1,0
2398,"backyard","small",13,0,0,8.50886481605981,0,1,0,0
2399,"campsite","small",12,0,0,6.01966527104272,1,1,0,1
2400,"beach","small",11,1,0,8.01643303129791,1,1,0,0
2401,"beach","small",9,1,1,5.49439897033491,0,1,1,0
2402,"backyard","small",9,1,0,7.33992836630883,1,1,1,0
