"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
5373,"backyard","small",9,1,0,7.1675346864577,0,1,0,0,46.1811741806411
5374,"backyard","small",12,1,0,7.45432169678177,1,1,0,0,47.0722247127382
5375,"backyard","small",12,1,0,7.53484634298461,0,1,1,0,46.2972197871281
5376,"backyard","large",42,1,0,33.7435305124573,1,1,1,0,54.8701981738933
5377,"backyard","small",10,0,0,7.5468377620896,0,1,1,1,55.8596466378713
5378,"backyard","small",13,1,0,8.26204956625353,1,1,1,0,46.4485504066909
5379,"backyard","small",6,0,1,4.61767280997457,1,1,1,0,33.2717353911675
5380,"backyard","small",10,0,0,8.05475477177153,1,1,1,0,56.1872802826092
5381,"backyard","small",10,0,0,7.38472019935702,1,1,1,1,56.7309381427977
5382,"campsite","small",11,0,0,7.22934694461337,1,1,0,0,54.2230202806883
5383,"campsite","small",14,1,0,7.61955640657475,1,1,1,0,45.6884248854239
5384,"campsite","small",12,1,1,6.215779740118,1,1,1,1,24.3959471580395
5385,"backyard","small",11,0,0,5.04086647845695,1,1,0,1,58.1854564951334
5386,"backyard","small",11,0,0,7.96453537688276,1,1,1,0,56.2875083724459
5387,"beach","small",11,1,0,4.84298892213168,0,0,0,1,45.7157499011697
5388,"backyard","small",13,0,0,7.86673443716953,1,1,0,0,59.015978616763
5389,"campsite","small",10,1,0,7.29269048297977,1,1,1,1,44.0709196082408
5390,"backyard","small",13,0,0,6.08058324691097,1,1,1,0,57.0705308851634
5391,"backyard","large",36,0,0,30.4841747204526,1,1,0,0,65.2250214140546
5392,"backyard","small",16,1,0,10.4764724568903,1,1,1,1,47.5175665256469
5393,"backyard","large",34,1,0,24.1089497414245,0,1,0,0,53.235115547074
5394,"beach","small",13,0,0,9.33679459288198,0,1,1,0,53.6121549388999
5395,"backyard","small",12,0,0,12.6898124585306,1,1,1,0,59.6589667034165
5396,"backyard","small",13,0,1,9.96142115898489,1,1,1,1,38.5051104793619
5397,"backyard","small",11,0,1,5.4114616393015,1,1,1,1,38.5933611914988
5398,"beach","small",12,1,0,7.61559537233928,0,1,1,0,43.3176413817013
5399,"beach","large",52,0,0,52.1135449447749,1,1,1,1,49.362950759228
5400,"backyard","large",53,0,1,34.8904650046624,0,1,1,0,46.9964808814922
5401,"beach","small",12,1,1,10.3884130917954,1,1,1,1,23.5050417742397
5402,"backyard","small",14,1,0,11.1652221833079,1,1,0,0,46.2433240390452
5403,"backyard","large",43,0,0,34.4958675870468,1,1,1,0,66.4543573833704
5404,"backyard","small",21,1,1,14.977622460015,1,0,1,0,33.0628217587666
5405,"backyard","small",11,1,0,6.10261316650336,1,1,1,0,46.2069236456471
5406,"backyard","small",19,0,0,16.8548525690236,1,1,1,0,60.3779030097781
5407,"backyard","small",13,0,0,9.40486176629445,1,1,1,0,58.6618229324396
5408,"backyard","large",42,0,0,35.2732762562735,1,1,0,0,65.2232378324982
5409,"backyard","small",13,1,1,3.27606556141044,1,1,0,0,26.0285354091191
5410,"backyard","small",7,1,0,4.67030209155126,1,1,1,0,44.1422935348502
5411,"backyard","small",15,1,0,9.49340982575708,1,1,1,0,49.5200273787616
5412,"beach","small",9,0,0,6.90813997081695,1,0,1,1,53.3045983963174
5413,"backyard","small",11,1,0,8.36840116469019,1,1,1,0,47.3242286296625
5414,"backyard","small",15,0,0,11.2195381807457,1,1,1,0,57.8309128125819
5415,"campsite","small",15,1,0,5.73918569666457,1,1,1,0,44.1658008785446
5416,"beach","small",12,0,0,8.38596945993111,1,1,1,0,54.1773886510552
5417,"campsite","small",17,0,0,12.6956002113705,1,1,0,1,55.7462356417524
5418,"backyard","small",10,0,1,3.53634038617857,1,1,1,0,37.5154615131857
5419,"beach","small",9,1,0,7.41035177404999,1,1,1,0,44.0466271486099
5420,"backyard","large",56,1,0,36.1607224090636,0,1,1,0,53.3225733426071
5421,"backyard","small",14,1,0,9.8327122915316,1,0,0,0,47.8422235135322
5422,"beach","small",10,1,0,1.94532888444502,0,0,0,0,45.563165367881
5423,"backyard","small",10,1,1,9.35722579089752,1,1,1,1,25.8695960672922
5424,"beach","small",15,0,0,5.99339225075471,1,1,0,0,54.802806209794
5425,"campsite","small",10,0,0,6.17104494626759,1,1,0,0,53.9244767373095
5426,"campsite","small",18,0,0,11.1602897258904,1,1,1,1,56.7274993854708
5427,"backyard","small",9,1,0,7.03255848381688,1,1,1,0,45.1050778174538
5428,"backyard","small",13,1,0,8.84114254219742,1,1,1,0,47.9511802060126
5429,"backyard","small",13,0,0,6.60903838857293,1,1,1,0,58.2309792983142
5430,"campsite","small",12,1,0,8.1594867825843,1,1,0,0,45.0819660308528
5431,"backyard","small",10,1,0,8.31868826298335,0,1,0,0,45.8099797842453
5432,"backyard","large",44,1,0,39.5088794460183,1,1,1,1,55.1543364780948
5433,"backyard","small",10,1,1,4.06586404320574,1,1,1,0,26.786089410016
5434,"beach","small",19,1,0,12.1111519390944,1,1,1,0,45.1283007932963
5435,"backyard","small",12,1,0,6.13915605767356,0,1,0,0,45.3380572054431
5436,"campsite","large",36,1,1,33.4230271805718,1,1,1,1,26.514111710542
5437,"beach","large",41,1,0,36.8944655630674,1,1,0,1,44.025190323915
5438,"backyard","large",46,0,1,31.4552664919394,0,1,1,0,43.3621794353365
5439,"backyard","large",29,0,0,23.9105393605921,1,1,1,0,64.7745398800462
5440,"campsite","small",10,0,1,8.08097864445237,1,1,1,0,35.2843445009779
5441,"backyard","small",10,0,0,7.14351452830191,1,0,0,0,56.3764878042663
5442,"beach","large",52,1,0,36.49909899321,1,0,0,0,44.4789377202561
5443,"backyard","large",23,1,1,15.9544602913314,1,1,1,0,31.0210481939353
5444,"campsite","small",14,1,1,8.35636756850693,1,1,1,0,25.4963617284879
5445,"backyard","large",36,1,1,28.1056104052696,1,1,1,1,35.5067225420819
5446,"campsite","small",14,0,0,4.80549457199335,1,1,0,0,56.6053995388452
5447,"backyard","small",10,1,0,10.4919728011842,0,1,0,1,45.7734417986787
5448,"backyard","small",10,1,0,9.11927524841059,1,1,0,0,46.1949310357986
5449,"backyard","large",45,1,0,35.9231642734799,1,1,1,0,55.8377543456871
5450,"campsite","small",11,0,0,8.25443220252684,1,1,0,0,55.69086641884
5451,"campsite","small",10,1,0,7.42105339539917,1,1,1,0,44.8759126848772
5452,"backyard","small",19,1,0,11.9544422822991,1,1,0,0,51.2493831123926
5453,"backyard","small",14,1,0,10.3686290821032,0,1,0,0,48.9034435804719
5454,"backyard","small",13,1,0,10.391166903938,1,1,0,0,47.793302167776
5455,"backyard","large",52,0,0,35.9471091363734,1,1,0,0,64.497868253378
5456,"backyard","small",16,0,0,7.98943598766883,1,1,1,0,58.0498653453551
5457,"campsite","small",13,1,1,10.9590545257105,0,1,1,0,26.5250732728408
5458,"campsite","large",38,0,1,21.4143434863993,1,1,0,0,37.0864719512572
5459,"beach","small",10,1,0,5.39355295623785,1,1,0,0,43.8523426505116
5460,"campsite","small",19,0,0,12.1267060796973,0,0,0,1,57.7600126310514
5461,"backyard","small",8,1,0,4.63847714884436,1,1,1,1,46.4424929057095
5462,"backyard","small",12,1,0,6.57045772888932,1,1,1,0,48.2668663095311
5463,"campsite","large",41,1,1,28.6552444828346,1,1,0,0,26.3005501596765
5464,"campsite","small",15,1,0,7.35250443215843,1,1,0,1,46.9894146936905
5465,"backyard","small",10,0,1,6.895657758307,1,1,1,0,34.8249156001813
5466,"backyard","small",13,1,0,8.08150756881285,1,1,0,0,47.5414683353456
5467,"campsite","small",6,0,0,5.00951414739867,1,0,1,1,54.37978325896
5468,"backyard","large",38,1,0,26.4058965806484,1,1,1,0,54.4344391147244
5469,"backyard","small",13,0,0,10.0927301115268,1,1,1,1,57.8612298493627
5470,"backyard","small",15,1,0,10.1568372326022,1,1,0,0,49.4676792520938
5471,"beach","small",11,1,0,7.51484047116108,1,1,1,0,44.546757715404
5472,"campsite","small",12,0,0,7.11779785500635,1,1,0,0,56.0057542818311
5473,"backyard","small",12,1,0,6.17641625636635,1,1,1,0,49.884387945436
5474,"beach","small",18,0,1,11.553691929119,1,1,0,1,33.3459479795503
5475,"campsite","small",15,0,0,14.0578365816678,1,1,0,0,55.3853795251917
5476,"backyard","small",20,1,0,11.2934203887889,1,1,1,0,50.0644927562208
5477,"backyard","small",15,1,0,7.30944882030759,1,1,1,0,48.9020961615492
5478,"backyard","small",14,1,0,4.93826975975557,1,1,1,0,48.3965509026534
5479,"backyard","large",43,0,0,23.974566446205,1,1,1,1,63.8546596963629
5480,"backyard","small",8,0,0,4.26630402426873,0,0,0,1,58.3261104564847
5481,"beach","small",13,0,0,9.24139001543739,1,1,0,0,53.2404277524051
5482,"backyard","small",12,0,1,7.68435932463641,1,0,0,0,38.8950491747091
5483,"backyard","small",8,1,0,3.86118550864714,1,1,0,0,46.9997513238883
5484,"campsite","small",13,0,0,6.89519033316367,1,1,1,0,53.561749586909
5485,"backyard","large",35,1,0,29.9694509273839,1,1,0,0,53.7520233866733
5486,"backyard","small",11,1,1,6.45971124334323,1,1,0,0,26.7231230737735
5487,"beach","small",13,0,0,8.37115416487443,1,1,1,1,54.4130155278172
5488,"campsite","small",15,0,0,10.6989308472426,1,1,0,0,56.5161429504643
5489,"backyard","small",6,1,0,3.53701706549593,1,1,1,0,44.744728503406
5490,"backyard","small",12,1,0,10.9608121305906,1,1,1,1,48.5359035867539
5491,"campsite","large",48,1,0,33.3455127152499,0,1,0,1,45.4461343128895
5492,"backyard","large",44,0,1,22.5624763856106,1,1,1,0,45.3522440035394
5493,"backyard","small",11,1,0,10.2962968257686,0,1,1,0,48.0874607974684
5494,"campsite","small",9,0,0,6.90552987105311,1,1,0,0,55.3755886244198
5495,"backyard","small",13,1,0,9.29071045688421,1,0,0,0,48.6484569137718
5496,"backyard","small",12,1,0,8.81331293345867,1,1,1,0,48.0747904402764
5497,"campsite","small",9,1,1,7.1268503803116,1,1,1,1,24.0454240823527
5498,"campsite","large",50,0,0,40.4613331870466,1,1,1,1,57.6851760843614
5499,"campsite","small",14,1,0,8.90144193163268,1,1,1,1,44.6488538272224
5500,"campsite","small",15,0,0,15.8145748109737,1,1,1,0,56.0641325075948
5501,"backyard","small",13,0,0,8.61973142640034,0,1,1,1,57.0567342120587
5502,"backyard","small",12,1,0,6.88976509409098,0,1,0,1,46.2889732176224
5503,"backyard","small",15,0,0,10.0414365757576,0,1,0,0,56.9984099441263
5504,"backyard","small",15,1,1,7.35915922989639,1,1,1,0,26.7832937397854
5505,"backyard","small",11,0,0,6.45863852604178,1,1,1,0,56.7126268467953
5506,"campsite","small",13,0,0,8.746457869842,1,1,0,1,54.4212407855284
5507,"campsite","large",37,1,0,25.8873974673803,1,1,1,0,47.9473512225199
5508,"campsite","large",32,1,0,24.8635060661292,1,1,1,0,47.0656484666184
5509,"backyard","small",12,0,1,10.539942682735,1,1,1,0,38.3262374323579
5510,"campsite","large",45,1,0,23.2371655169524,1,1,1,0,45.9773432269143
5511,"campsite","small",9,0,0,5.57095477413882,1,1,1,0,53.373832964859
5512,"campsite","large",34,0,0,23.8345194611364,1,1,0,0,57.5696073030229
5513,"campsite","small",9,1,0,6.64204071890376,0,1,0,0,43.7130515781007
5514,"backyard","small",13,1,0,10.8376831143659,0,1,0,0,48.9408639797231
5515,"beach","small",6,0,0,3.98193090864756,0,1,1,0,52.3784221607341
5516,"backyard","small",13,0,0,6.78805910257664,0,1,0,0,58.0773743223536
5517,"backyard","small",12,0,0,6.12008144671887,0,1,1,0,57.5061549550353
5518,"backyard","small",13,0,0,7.77691665164982,1,1,1,0,57.6174292561819
5519,"beach","small",21,1,0,11.0640041387209,1,1,1,0,44.9927323734778
5520,"backyard","large",38,1,0,26.9939137354747,1,1,1,0,55.1960747691253
5521,"backyard","large",42,0,0,28.5546338682494,1,1,1,0,64.9049167023461
5522,"campsite","large",49,0,0,42.5449367816106,1,1,1,1,56.1339898723626
5523,"campsite","large",47,1,0,39.2250479757862,1,1,1,0,47.0543757839733
5524,"campsite","small",18,0,1,9.18566292374253,1,1,1,0,37.1498513954009
5525,"backyard","small",12,0,1,6.54968464309601,1,1,0,0,36.7473961455492
5526,"beach","small",12,0,1,6.17725980731978,1,1,0,1,34.1340763383278
5527,"backyard","small",11,1,0,7.21535685630614,0,1,1,1,48.7177259531252
5528,"campsite","large",44,0,0,35.334165195833,0,1,1,0,55.9417840253076
5529,"backyard","small",13,0,1,8.30272900689292,1,1,1,0,38.2764623099197
5530,"campsite","small",6,0,0,5.29630798691133,1,1,1,0,54.1967173557232
5531,"backyard","small",13,0,0,6.9007929745834,1,1,1,0,57.4886431123352
5532,"backyard","small",9,0,0,5.50890302764873,1,1,1,0,56.7747436312486
5533,"campsite","small",12,0,0,5.64608797622352,1,1,1,0,53.8186113045955
5534,"backyard","small",11,1,0,7.33277465641237,1,1,1,0,48.1357928191398
5535,"backyard","small",13,1,0,10.2308739513518,1,1,1,0,48.2902454358745
5536,"backyard","large",48,0,0,35.0959645801843,1,1,0,0,63.9860366761031
5537,"backyard","small",12,1,0,9.85652646111385,0,1,1,0,44.759261520746
5538,"backyard","large",51,0,1,37.9809246869198,1,1,0,0,46.8811057139834
5539,"backyard","large",48,1,0,35.0599812760223,1,1,1,1,55.2016658677236
5540,"beach","small",13,1,0,6.67478497491286,1,1,1,1,43.8940780785296
5541,"backyard","large",49,1,0,37.1080971409395,0,1,1,0,53.8520422531316
5542,"backyard","small",10,0,0,4.18982677861897,1,1,1,0,55.4986160212841
5543,"backyard","small",10,0,0,6.64729044922243,1,1,0,0,57.0844393624211
5544,"beach","small",14,0,0,10.0310586701237,1,1,0,0,53.1741352406121
5545,"beach","small",14,0,0,10.1243013995918,1,0,0,1,56.3000834470254
5546,"backyard","large",47,0,1,31.9865229872892,1,1,0,0,45.4479092621269
5547,"backyard","small",11,0,0,8.8992603497874,0,1,1,1,56.7541481247465
5548,"backyard","large",41,0,1,26.4355987972924,1,1,0,1,45.3686999932826
5549,"campsite","small",17,1,0,10.3115834125256,1,1,0,0,46.4627943343772
5550,"backyard","small",18,0,1,11.026018234533,1,1,1,0,39.7019788722081
5551,"backyard","small",12,1,0,7.33166477201862,0,1,1,0,46.5801514170712
5552,"backyard","small",12,0,0,10.2302822866701,1,1,1,0,58.2170734162946
5553,"backyard","small",14,0,0,3.49662486358912,1,1,0,0,59.1506284050619
5554,"backyard","small",19,0,0,13.811133823081,1,1,1,0,60.4344147593188
5555,"backyard","small",15,1,1,8.89991131509753,0,1,1,0,29.8862116463815
5556,"backyard","small",12,1,0,7.65856369817097,1,1,0,0,48.8339505883037
5557,"backyard","small",18,0,0,9.40668288685068,1,1,1,0,58.4346649659559
5558,"backyard","small",13,1,0,5.75674606068663,1,0,1,0,48.7206764222404
5559,"campsite","small",11,1,1,7.68847262566416,1,1,0,0,23.8223766302555
5560,"campsite","small",10,1,1,6.47231449921216,1,1,0,0,23.0303765370333
5561,"backyard","small",12,0,0,8.64532269510578,1,1,1,0,55.4393315928145
5562,"campsite","small",13,0,0,9.87488556659486,1,1,0,0,56.0947366523108
5563,"backyard","large",43,1,0,30.622644919651,1,1,1,1,55.0114663803915
5564,"campsite","large",43,0,0,27.9494856905405,1,1,0,0,57.746710194713
5565,"backyard","small",9,0,0,6.22554758977527,1,1,1,0,55.8389824579211
5566,"campsite","large",44,0,1,26.2937628115274,0,1,0,0,35.950736525823
5567,"backyard","large",43,1,0,23.8521435348261,1,1,1,1,56.3159113845476
5568,"campsite","small",13,0,0,6.72499722784576,1,1,1,1,55.0914478296401
5569,"backyard","small",16,1,0,8.8605986844612,1,1,0,0,49.0109626155975
5570,"backyard","small",7,0,0,5.38833457003704,1,1,0,1,55.1109289342882
5571,"beach","small",19,0,0,10.9815266283633,1,0,1,1,55.5143078659573
5572,"backyard","small",17,0,0,8.66004259226394,1,1,0,1,61.2888328858408
5573,"campsite","large",43,0,0,24.8352516995122,1,1,1,1,55.8500053246877
5574,"backyard","small",15,0,0,11.5033758456273,0,1,1,1,57.8007542564324
5575,"campsite","large",34,1,1,29.9078604766753,1,1,0,0,29.1352019328014
5576,"backyard","small",16,1,0,10.168979888667,0,1,1,0,48.9788210929246
5577,"backyard","small",16,0,1,6.32487657966649,1,1,0,0,40.8622937212696
5578,"campsite","small",16,0,1,4.91889317791416,0,1,0,0,34.3729520575589
5579,"backyard","large",51,0,0,36.2918775942877,1,1,0,1,66.1950662981465
5580,"campsite","large",41,0,0,24.194135665007,1,1,1,0,57.7253710995798
5581,"backyard","small",12,0,1,9.63178586322202,1,0,1,1,40.4890249036401
5582,"backyard","small",13,1,1,7.35731395042016,1,1,1,1,26.5406932981177
5583,"backyard","small",19,1,0,12.5225203747506,1,1,0,0,49.5716579834044
5584,"backyard","small",11,1,0,8.60730545307908,1,1,1,0,46.5544261435882
5585,"campsite","large",40,1,0,27.1677112594186,1,1,1,0,47.713975069877
5586,"beach","small",15,0,0,6.97519320141657,0,0,1,1,54.8858777568046
5587,"backyard","large",43,0,0,33.4838867731876,1,1,1,0,66.2499553374587
5588,"backyard","large",57,1,0,32.3227190568309,0,1,1,0,52.9011565420578
5589,"backyard","small",13,1,0,5.18791728504152,1,1,1,1,47.1672376597887
5590,"backyard","small",8,1,1,5.33577862695545,1,0,1,0,26.6412639684266
5591,"campsite","small",9,0,0,5.77083759713194,0,1,1,1,53.9639215990046
5592,"backyard","small",10,0,1,7.84263578133635,0,1,0,0,35.5416992858817
5593,"backyard","small",15,0,1,8.70377861786374,1,1,0,0,36.9912534666031
5594,"backyard","small",12,1,0,7.71991472558654,1,1,1,1,47.0474121835533
5595,"backyard","small",12,0,0,7.56666533656834,1,1,1,0,57.3109075328291
5596,"campsite","small",14,1,0,9.33447518103307,0,0,1,0,46.947145785478
5597,"backyard","small",8,1,0,5.05514184729172,0,1,0,1,45.0648688742734
5598,"backyard","small",13,1,0,5.31543478917788,1,1,1,0,47.7613890888933
5599,"campsite","small",14,0,1,4.58157615140367,1,1,1,0,35.9579336916704
5600,"backyard","small",11,0,0,8.70274567143028,1,1,1,1,58.7388873092607
5601,"backyard","small",14,1,0,9.80489755616871,1,1,0,0,48.2838221802311
5602,"backyard","large",37,0,1,31.6742186289705,1,1,0,1,45.8552213851796
5603,"backyard","large",46,0,0,41.7798189242193,1,1,1,0,66.8984160433824
5604,"backyard","small",9,0,0,4.32255924999324,0,1,1,1,55.2637734179399
5605,"beach","large",35,0,1,26.2195956699118,1,1,1,0,33.5556039290883
5606,"beach","small",15,1,1,8.03119659857068,1,1,0,0,23.0333249825196
5607,"backyard","large",33,0,1,19.6640535673384,0,1,0,0,43.502177258292
5608,"campsite","large",49,0,0,36.4876680933914,1,1,0,1,55.097832750476
5609,"campsite","large",45,0,1,32.3472013427291,1,1,1,1,37.3200825909378
5610,"backyard","small",14,0,0,7.57143538516929,1,1,1,0,57.977442118473
5611,"backyard","small",8,1,0,5.28549444220157,1,1,0,0,45.9936941991709
5612,"backyard","large",31,1,1,23.6616725611373,1,0,1,1,38.0313792704463
5613,"backyard","small",8,0,0,5.09285964535758,0,1,0,0,55.0781583318664
5614,"backyard","small",12,1,0,5.99708137948688,1,1,0,0,46.1872053594693
5615,"backyard","small",11,0,0,6.24981650428856,1,1,1,1,57.7802846230287
5616,"campsite","small",10,1,0,7.87372003351265,1,0,1,1,48.1069284303464
5617,"campsite","small",12,1,0,6.15771670885458,1,0,1,1,45.9590260588536
5618,"campsite","small",11,1,0,7.88516241077319,1,1,0,0,44.6274156700615
5619,"campsite","small",6,0,1,3.7126643810187,1,1,1,0,31.2272384141797
5620,"campsite","small",9,1,0,5.00164052778,0,0,0,0,44.7914936451115
5621,"campsite","small",7,0,0,4.1319205894644,1,1,1,0,54.3391035895208
5622,"campsite","small",7,0,0,4.71340535530648,1,1,1,0,54.4910496820984
5623,"beach","large",42,0,0,29.6893506420254,1,1,0,0,51.4477663668382
5624,"backyard","small",14,1,0,8.61960773146662,1,1,1,0,48.6185954475189
5625,"campsite","small",21,0,0,11.8135099586805,1,1,0,0,57.1167436982787
5626,"campsite","large",33,1,0,23.4621463590862,1,1,1,1,47.7911493642588
5627,"backyard","large",48,1,0,34.3193928516539,1,1,1,0,57.0726364324826
5628,"campsite","small",14,1,0,9.07464915876569,1,0,1,0,48.3169250847618
5629,"backyard","small",17,0,0,11.0813650008854,0,1,1,0,60.8897547303574
5630,"backyard","small",10,1,0,4.77299197359401,1,1,1,0,48.6305386654988
5631,"campsite","small",11,1,0,5.88952525440073,0,1,1,0,44.3130948231847
5632,"campsite","small",17,0,1,12.0424827759672,1,1,1,0,37.5367091498169
5633,"backyard","small",11,1,0,7.23830414181768,1,1,1,1,46.2293329622895
5634,"beach","small",15,1,0,8.39331147850269,1,0,1,0,46.1044587799674
5635,"backyard","small",17,1,0,5.49689759237506,1,1,1,0,49.9904880542745
5636,"backyard","small",9,0,0,4.45718912939485,1,1,0,1,57.4846127975815
5637,"backyard","small",12,1,0,5.50873991531801,1,1,1,1,46.0904223227681
5638,"backyard","small",19,1,0,12.5433901468894,1,1,0,0,50.922021499125
5639,"campsite","small",11,1,0,5.95928308911234,1,1,1,0,46.2628285388865
5640,"campsite","large",32,1,0,27.1039461548724,1,1,1,0,48.5762456596507
5641,"campsite","large",42,1,0,24.9455678580283,0,1,0,0,45.4171307231598
5642,"backyard","small",10,0,0,7.4560979199711,1,1,1,0,57.4515606051678
5643,"backyard","small",17,1,0,8.75710660301033,1,1,1,0,50.3112225425719
5644,"backyard","small",13,1,0,7.98708383966867,0,0,1,0,49.0697046030536
5645,"campsite","small",14,1,0,8.12265152032297,0,0,1,0,45.7388723413371
5646,"backyard","small",15,0,0,7.72669015095424,0,1,1,0,58.8014004481527
5647,"beach","large",64,1,0,63.3982015062405,1,1,1,0,38.0611983456402
5648,"backyard","small",17,0,0,14.1465478304914,1,1,1,0,58.0907367586446
5649,"backyard","large",49,0,0,38.5326331087551,0,1,0,0,63.7330961600484
5650,"backyard","small",13,1,0,7.55674990713938,1,1,1,0,49.1714061017128
5651,"backyard","large",41,1,0,22.8222494838898,1,1,0,0,55.0680196697503
5652,"backyard","small",18,1,0,9.51822689610271,1,1,0,0,49.5286195762908
5653,"backyard","large",46,1,0,34.1909603645823,1,1,1,0,55.8244814530966
5654,"campsite","small",13,0,0,6.92803863454068,1,1,1,0,54.039502479468
5655,"campsite","small",10,1,0,6.74477555800046,1,1,0,0,46.0155472107092
5656,"campsite","large",35,0,0,28.4450491828433,1,1,1,0,56.5590331994704
5657,"backyard","small",18,1,1,13.2293464776866,1,1,0,0,29.7136731126261
5658,"beach","small",13,0,0,11.3653815049473,1,1,1,0,53.868188413006
5659,"campsite","large",38,1,0,26.3870410868122,1,1,0,1,46.2732345325481
5660,"backyard","small",14,1,0,12.9923207728115,1,1,0,0,49.5125789659254
5661,"backyard","small",13,0,0,10.0381039738656,1,0,0,0,58.3002352955036
5662,"backyard","small",14,1,0,7.35918545908708,1,1,0,0,46.4902784511326
5663,"backyard","large",42,0,0,24.1224499372067,1,1,0,0,67.2796507822513
5664,"backyard","small",11,0,0,8.66780224987944,1,1,1,0,58.6490762229784
5665,"backyard","large",37,0,1,27.3181657154921,1,1,0,0,45.1580213790459
5666,"beach","large",41,1,0,29.5258408968681,1,1,1,0,42.0702581410456
5667,"campsite","small",12,1,0,7.39642233940414,1,1,0,1,45.9975927077972
5668,"backyard","small",11,1,0,9.37008596434609,1,1,1,0,46.6390291374957
5669,"campsite","small",12,0,1,10.1570076435067,0,1,0,0,35.6432957897451
5670,"backyard","large",39,1,0,29.492482834806,1,1,0,0,54.9979444229325
5671,"backyard","small",8,1,1,4.32397669229129,1,1,0,0,24.9903619587788
5672,"backyard","small",8,0,0,4.10427059906006,1,1,1,0,56.7429144411266
5673,"beach","small",9,0,0,4.80073303184906,1,1,0,0,54.3078243831636
5674,"campsite","small",11,1,0,7.46028741406005,1,1,1,0,45.7998464060305
5675,"backyard","small",9,0,0,6.27408634488995,1,1,1,0,56.2159978211654
5676,"backyard","small",13,0,0,3.13829753928482,0,1,0,0,59.1855158488361
5677,"campsite","large",51,1,0,34.6688405784937,1,1,0,1,46.0532636545906
5678,"backyard","small",7,0,0,5.3336093742042,1,1,1,0,55.1143832634154
5679,"backyard","small",13,1,0,5.28308547846184,0,1,0,1,47.783555503138
5680,"backyard","small",13,1,0,5.04469712554813,1,1,0,0,48.8006703780011
5681,"backyard","small",16,1,0,10.7981649383401,1,1,0,1,48.846254572448
5682,"backyard","small",12,0,1,6.06892067590132,0,1,1,1,37.3482477091503
5683,"beach","small",10,0,0,8.83675227222478,1,1,1,0,54.3470676931518
5684,"backyard","small",8,0,1,4.00032851929867,1,1,0,0,34.4531374262567
5685,"backyard","large",44,0,0,33.3675988980581,1,1,0,0,66.3041096287408
5686,"backyard","small",12,1,0,8.72228565197094,0,1,1,1,47.0273428482065
5687,"campsite","small",11,0,0,5.87355212147261,1,1,1,1,56.0089294249275
5688,"campsite","large",49,1,0,41.9859417931109,0,1,1,0,45.072708445832
5689,"backyard","large",47,0,0,40.2461648495888,1,1,0,1,65.4372784311107
5690,"campsite","small",9,1,0,5.00915961666893,1,1,0,0,43.4992123344783
5691,"backyard","small",8,1,0,5.40394185780646,1,1,1,0,44.6102813260483
5692,"backyard","small",12,0,0,9.37331269744305,1,1,0,0,57.0921645454505
5693,"beach","small",10,1,0,6.73099673878922,1,1,0,0,43.2993897764527
5694,"campsite","small",8,1,1,5.36382023111069,1,0,1,0,25.6150160949373
5695,"beach","small",16,1,0,12.4539232357925,1,1,1,0,44.0576087506907
5696,"beach","small",6,1,0,4.8883501614958,1,1,1,0,44.0881633427952
5697,"campsite","small",10,0,0,5.27745668146979,1,0,1,0,57.4979908462289
5698,"backyard","small",11,1,0,7.09781133361214,0,1,1,1,47.4079347207356
5699,"backyard","small",12,0,0,6.73965006159179,1,1,1,0,56.4730165000204
5700,"beach","small",14,0,0,11.9450389484525,1,1,1,0,55.0678991454942
5701,"campsite","small",12,1,0,5.91445879562255,1,1,1,0,45.9296954956244
5702,"backyard","small",16,0,0,6.49379749716806,0,1,1,0,59.6491919252103
5703,"backyard","small",9,0,1,6.92859432936882,1,1,0,0,35.7881734667254
5704,"backyard","small",11,0,0,7.47550060101593,1,1,1,0,56.9259077003431
5705,"campsite","large",39,1,0,31.2486124495104,1,1,1,0,46.4212071271235
5706,"backyard","small",8,1,1,4.82301404191339,0,1,1,0,26.2977230583601
5707,"backyard","small",12,0,1,8.30122591944369,0,1,1,0,36.1435209392165
5708,"backyard","small",12,1,0,8.55361258173677,0,1,1,1,48.7235923822001
5709,"beach","large",39,0,0,36.8551237266838,1,1,1,0,54.878214824095
5710,"campsite","small",16,0,0,8.50271704661997,1,1,1,0,57.7031088654315
5711,"beach","small",11,0,0,5.62922883943408,1,1,0,0,53.4920976660481
5712,"backyard","small",11,1,0,6.52088130881101,1,1,1,0,47.621227376918
5713,"backyard","large",35,0,0,22.8578623458142,1,1,1,1,64.8414604468983
5714,"campsite","small",16,0,0,18.2194364922286,1,1,1,1,58.5938590606739
5715,"campsite","large",45,1,0,42.3456743333143,0,1,0,1,45.9395139845637
5716,"campsite","small",12,1,0,5.92421494252781,1,1,1,0,45.447020137154
5717,"campsite","small",12,1,0,6.90693297499864,1,0,0,0,45.8726537378507
5718,"campsite","large",45,0,0,34.0203360912337,1,1,0,0,56.5608512038804
5719,"backyard","small",9,1,1,4.08911693397743,1,1,0,0,26.5958356352903
5720,"campsite","large",35,1,0,24.3607976937237,1,1,0,0,47.6913353591771
5721,"backyard","large",38,1,0,28.7601784550524,0,1,0,0,54.1470168388998
5722,"backyard","large",44,0,0,34.0428575759752,1,1,0,1,66.9797504307464
