"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items"
1159,"backyard","small",10,1,0,8.12344204449556,1,1,1,0
1160,"backyard","small",10,1,0,5.2280148784844,0,1,1,0
1161,"backyard","small",13,1,0,10.2218345070483,1,1,1,1
1162,"campsite","small",10,0,0,6.57839733255472,1,1,1,0
1163,"campsite","small",11,0,0,9.44474877432687,1,1,1,0
1164,"campsite","large",53,0,1,34.3794315929409,1,1,0,1
1165,"backyard","small",14,1,0,9.21926051305869,1,1,0,1
1166,"backyard","large",37,1,0,26.9414897823912,1,1,1,1
1167,"campsite","large",43,0,0,27.8249397285539,1,0,1,1
1168,"campsite","small",16,1,0,11.8101018307882,1,1,1,0
1169,"backyard","small",8,1,0,6.11757675484973,1,1,1,0
1170,"beach","large",48,0,0,35.2556609566235,0,1,1,0
1171,"backyard","small",12,1,0,7.87954738441629,1,1,1,0
1172,"campsite","small",11,1,0,5.18152809571377,1,1,1,0
1173,"backyard","small",17,1,0,15.9520997911905,0,1,1,1
1174,"campsite","small",8,1,0,4.62617523838975,1,1,0,1
1175,"backyard","small",10,0,1,4.97292432405805,1,1,0,1
1176,"campsite","small",9,1,1,4.68865930639833,1,0,0,0
1177,"campsite","large",40,0,0,31.2003918742898,1,1,0,0
1178,"backyard","small",15,0,0,9.22064418032043,1,1,1,1
1179,"backyard","small",10,0,1,6.96249938937992,0,1,1,0
1180,"backyard","small",7,0,0,5.08270060202732,1,1,1,0
1181,"campsite","small",12,0,0,7.09581634040171,1,1,0,1
1182,"campsite","large",48,0,0,27.1298424072486,1,1,1,0
1183,"beach","small",17,0,0,14.6212769996814,1,1,0,1
1184,"beach","small",10,0,0,5.55087501085325,1,0,1,0
1185,"backyard","small",12,1,0,8.46394975647691,1,1,1,0
1186,"backyard","small",12,0,0,4.40510736142301,1,1,1,0
1187,"campsite","large",38,1,1,33.1445633181135,1,1,0,1
1188,"backyard","small",14,0,1,12.5560531114558,1,1,0,0
1189,"backyard","small",11,0,0,6.36408468794637,1,1,0,0
1190,"backyard","small",20,0,0,13.9393316652533,1,1,0,0
1191,"backyard","small",12,1,0,9.64316104924531,1,1,1,0
1192,"backyard","large",37,0,0,26.422191880198,0,1,1,0
1193,"campsite","small",13,1,0,5.66352343859062,1,1,0,1
1194,"beach","small",18,0,0,12.3817997426704,1,1,0,0
1195,"backyard","small",11,0,0,8.02241916082049,1,1,0,1
1196,"campsite","small",11,0,1,6.07272845197673,1,1,1,0
1197,"backyard","small",11,0,0,6.74655986850214,0,1,1,1
1198,"backyard","small",12,1,1,5.60140190025836,1,1,1,0
1199,"beach","small",10,1,0,3.86180673165355,1,1,1,0
1200,"backyard","small",12,0,1,8.50821408779239,1,1,0,0
1201,"campsite","small",10,0,0,8.51742589811101,1,1,1,0
1202,"backyard","small",15,1,0,10.567001263503,1,1,1,0
1203,"backyard","small",6,0,0,2.29843340018797,1,0,0,0
1204,"backyard","large",43,1,0,32.7376357400626,1,1,1,0
1205,"campsite","large",35,0,0,27.1195437153295,1,0,1,1
1206,"campsite","small",11,0,0,9.11470900371192,1,1,1,1
1207,"campsite","small",10,0,0,4.24537814075343,1,1,0,0
1208,"backyard","large",47,0,0,29.5145467055755,1,1,1,0
1209,"beach","large",41,1,0,26.5331262920239,1,1,1,0
1210,"backyard","small",7,0,0,4.65372967133289,1,1,1,1
1211,"backyard","small",12,0,0,6.84727938929177,1,0,1,0
1212,"backyard","large",38,1,0,28.0273140844808,1,1,0,0
1213,"campsite","large",42,1,0,28.1081482041245,1,1,1,0
1214,"backyard","large",46,1,0,36.5267580862739,1,1,1,1
1215,"backyard","small",10,0,1,5.61546806155559,1,1,1,0
1216,"backyard","small",12,0,0,9.22935599669451,1,1,1,1
1217,"campsite","small",8,0,0,6.65131706121777,1,1,1,0
1218,"campsite","small",16,0,0,12.2972058634098,0,1,0,1
1219,"backyard","small",13,1,0,8.35279093673139,1,1,0,1
1220,"backyard","small",8,1,0,6.14997892390882,1,1,1,1
1221,"backyard","large",40,0,1,24.35165062873,1,1,1,1
1222,"campsite","small",11,1,0,9.3435945573355,1,1,0,0
1223,"campsite","small",9,1,0,5.95670476240379,1,1,0,0
1224,"backyard","small",11,1,0,6.15325204875681,0,1,1,0
1225,"backyard","small",17,0,0,15.2479735676273,1,1,1,0
1226,"campsite","small",13,1,0,9.28863356973755,1,1,0,0
1227,"backyard","small",9,0,0,4.640650299701,0,1,1,0
1228,"backyard","small",12,1,0,9.60913829382627,0,1,1,1
1229,"campsite","small",11,0,1,6.59466958362566,1,1,0,0
1230,"campsite","small",14,0,0,7.34699151848084,0,1,1,0
1231,"backyard","small",17,1,0,11.2499933345962,1,1,0,0
1232,"campsite","small",10,1,0,9.67755989413821,0,1,0,0
1233,"campsite","small",14,1,0,7.70962567211302,1,1,0,0
1234,"backyard","large",34,1,0,19.8686622844207,1,1,0,0
1235,"backyard","small",10,1,0,4.37268399018796,1,0,0,0
1236,"campsite","small",18,0,1,9.79400352186968,1,1,1,1
1237,"backyard","small",12,0,0,7.04167939416475,1,1,0,1
1238,"backyard","small",8,0,1,6.93492102342325,1,1,1,0
1239,"campsite","small",10,1,0,7.31198773124467,1,1,1,0
1240,"backyard","small",11,0,0,6.67099209198883,1,1,0,0
1241,"campsite","small",9,0,0,6.07394685079685,0,1,1,0
1242,"backyard","small",15,0,0,9.3196171822305,1,1,0,0
1243,"campsite","small",12,1,0,8.52211223708595,0,1,1,1
1244,"campsite","small",12,0,0,4.61825186434421,1,1,1,0
1245,"backyard","small",9,0,0,6.14778810048162,1,0,1,0
1246,"beach","small",19,1,0,12.1111519390944,1,1,1,0
1247,"backyard","small",10,1,0,4.46385417958764,1,0,1,0
1248,"backyard","small",19,1,0,7.26494583544761,1,1,1,1
1249,"backyard","small",13,1,0,10.4909470479778,1,1,1,1
1250,"backyard","small",9,0,0,5.95683442371605,1,1,1,1
1251,"beach","small",10,1,0,7.28254022435752,1,1,1,0
1252,"backyard","small",11,0,1,7.47453076827495,1,0,1,0
1253,"campsite","large",37,1,1,28.0821323471787,1,1,1,0
1254,"backyard","small",10,0,0,6.8121429885739,1,1,1,0
1255,"campsite","large",48,1,0,38.0207117199154,1,1,1,1
1256,"backyard","small",11,0,0,8.60002488859988,1,1,1,0
1257,"beach","small",12,0,0,7.77190466492149,0,1,1,0
1258,"backyard","large",34,0,0,26.7604893355024,1,1,1,0
1259,"backyard","large",47,1,0,28.7548293360865,1,0,1,0
1260,"campsite","large",60,0,0,41.5591212670594,1,1,0,0
1261,"backyard","small",10,1,0,3.7278973890237,1,1,0,0
1262,"backyard","large",42,1,0,32.9366056135224,1,1,1,0
1263,"beach","small",14,0,0,10.980056092135,1,1,1,0
1264,"beach","small",10,0,0,4.75568133859063,1,1,1,0
1265,"beach","small",10,0,0,4.75078073392801,1,1,0,0
1266,"beach","small",13,1,0,7.18715538174568,1,1,0,1
1267,"backyard","small",13,1,0,8.37425563228473,1,1,1,0
1268,"backyard","small",10,0,0,5.96667948351982,1,1,1,1
1269,"campsite","small",14,1,0,6.82128266108565,0,1,0,1
1270,"backyard","small",14,1,0,7.91475566795806,1,1,1,0
1271,"backyard","small",11,0,0,8.01084600297886,1,1,0,0
1272,"backyard","small",13,1,0,6.8544625650609,1,1,0,0
1273,"backyard","small",9,0,1,5.59937718904321,1,1,1,0
1274,"campsite","large",48,1,1,29.1325552067752,1,1,1,1
1275,"backyard","small",14,1,0,8.67359136438457,0,1,0,1
1276,"beach","small",16,0,0,12.8098473090438,0,0,0,0
1277,"beach","small",12,0,0,3.29914119341151,1,1,1,0
1278,"backyard","small",6,0,0,3.61396818738993,1,1,0,0
1279,"campsite","large",44,1,0,32.2865569882315,1,1,0,0
1280,"backyard","small",12,1,0,11.1672086058724,1,1,1,0
1281,"campsite","small",6,0,1,5.16918328737354,0,1,1,1
1282,"backyard","large",42,0,1,26.2078431138801,1,1,1,1
1283,"beach","small",12,1,0,8.15310973683199,1,1,1,1
1284,"backyard","small",15,0,0,11.7790831026517,1,1,1,1
1285,"backyard","large",48,0,0,29.4045214151714,1,1,1,0
1286,"campsite","small",11,0,0,7.58477714331089,1,0,0,0
1287,"campsite","small",10,1,1,7.19988377372125,1,1,1,0
1288,"backyard","small",18,1,1,14.1239078742021,1,0,0,0
1289,"campsite","small",17,0,0,11.6681929319739,1,1,1,0
1290,"beach","small",15,1,1,8.63714417255501,1,1,0,0
1291,"campsite","large",26,0,0,20.6964064733762,1,1,0,0
1292,"backyard","small",15,1,1,8.42555838745151,1,1,0,0
1293,"campsite","small",12,1,0,8.19153725337334,1,0,1,0
1294,"campsite","small",16,0,0,12.2726357044686,0,1,1,1
1295,"backyard","small",14,0,1,9.15071517579238,0,1,0,1
1296,"backyard","large",45,1,0,34.4010570605454,1,1,0,0
1297,"backyard","small",13,1,0,4.62538563917209,0,1,1,1
1298,"backyard","small",13,1,0,11.7220097957812,1,1,1,1
1299,"campsite","small",12,1,0,10.0050539046754,1,1,0,1
1300,"beach","large",53,1,0,47.6228755426497,1,1,0,0
1301,"backyard","small",8,1,0,4.57198306303213,1,1,1,0
1302,"campsite","large",43,0,0,33.1100627250618,1,1,1,1
1303,"campsite","large",56,0,0,44.7366970920082,1,1,0,0
1304,"backyard","small",10,1,0,7.20028616933194,1,1,1,0
1305,"campsite","small",18,1,0,9.68054420983905,1,1,0,0
1306,"backyard","small",14,0,0,6.37246652989558,1,1,0,0
1307,"campsite","small",9,1,0,6.47726876031101,1,1,1,0
1308,"backyard","small",8,1,1,4.60327918899081,1,1,0,0
1309,"backyard","small",17,1,0,10.3853669127361,1,1,1,0
1310,"backyard","large",59,1,0,50.1034211426051,1,1,1,0
1311,"backyard","small",10,0,0,5.0457417074466,0,1,0,0
1312,"campsite","small",14,0,0,7.6148880023654,1,1,1,0
1313,"campsite","small",8,1,0,6.80107193174342,1,1,1,0
1314,"backyard","small",9,1,0,7.63047157342375,0,1,0,0
1315,"campsite","small",12,0,1,7.32836361783547,1,1,0,0
1316,"backyard","small",8,1,0,4.18006928956818,1,0,1,0
1317,"campsite","small",13,1,0,4.82275746324569,1,1,1,0
1318,"campsite","small",17,1,0,10.444366959404,1,1,1,1
1319,"backyard","small",14,0,0,6.30615177647966,1,1,1,1
1320,"campsite","large",48,1,0,39.3175596796657,1,1,1,0
1321,"campsite","small",14,1,0,10.3557846763608,1,1,0,1
1322,"beach","small",19,0,0,13.0031504931448,1,1,1,1
1323,"backyard","small",10,1,0,8.93242946660249,0,1,1,0
1324,"campsite","large",30,0,0,22.8657127639,1,1,1,1
1325,"campsite","small",14,0,0,9.3215990588403,0,1,1,0
1326,"beach","small",10,0,1,7.22361162944646,1,1,1,0
1327,"backyard","small",16,0,0,13.3651585865427,0,1,0,1
1328,"campsite","small",11,0,0,8.34493380134341,1,1,0,0
1329,"backyard","small",14,0,0,9.40241743961974,0,1,1,1
1330,"backyard","small",10,1,0,7.83352613606698,0,1,1,0
1331,"backyard","small",11,1,0,5.91980071999796,0,0,1,0
1332,"backyard","large",43,0,0,29.1587565126915,1,1,1,1
1333,"beach","small",14,1,0,7.5729985085026,1,1,0,1
1334,"backyard","small",10,0,0,5.72116591079421,1,1,1,1
1335,"backyard","small",10,0,0,3.8058543275363,0,1,1,0
1336,"backyard","small",19,1,0,12.991094431105,0,1,0,0
1337,"backyard","small",13,0,0,9.25364529463538,1,0,1,0
1338,"backyard","small",10,0,1,6.77221425015544,0,1,0,1
1339,"campsite","small",14,1,0,9.11304126675878,1,1,1,0
1340,"beach","small",15,0,0,12.8038123551546,1,0,1,0
1341,"backyard","small",15,0,0,5.17212787378065,1,0,1,0
1342,"beach","small",14,1,0,4.93279918303754,1,1,0,0
1343,"backyard","small",14,0,0,8.39401999699207,1,1,1,0
1344,"backyard","small",11,1,0,7.28349534739143,1,1,0,0
1345,"backyard","small",14,1,0,11.1157959236506,1,1,1,0
1346,"campsite","small",12,0,0,8.36440441977544,1,1,0,0
1347,"campsite","small",11,0,0,9.45434351393399,0,1,1,1
1348,"beach","large",33,1,0,18.8467230376065,1,1,0,0
1349,"campsite","small",12,0,0,5.00911986218152,0,1,0,1
1350,"campsite","small",13,1,0,11.65046692187,1,1,0,0
1351,"backyard","small",12,1,0,7.3762518167329,1,0,0,0
1352,"backyard","small",6,0,0,3.75366177126163,1,1,1,1
1353,"campsite","small",13,0,0,6.68871296081857,1,1,0,1
1354,"campsite","small",9,1,0,5.50642532298258,0,1,1,0
1355,"campsite","small",13,1,0,7.22074683093921,0,1,0,0
1356,"backyard","small",9,0,0,6.64246962973489,1,1,1,1
1357,"backyard","small",10,1,0,6.24808345740622,1,1,1,0
1358,"backyard","large",47,1,0,25.2586077030693,1,1,1,0
1359,"backyard","small",12,1,0,9.3029977801592,1,1,1,0
1360,"backyard","small",10,1,0,7.71129714523213,1,0,1,1
1361,"campsite","small",14,0,1,10.6742066499577,1,1,0,1
1362,"beach","small",14,1,0,5.18348349502844,1,1,1,1
1363,"backyard","small",13,0,0,9.35432890741464,1,0,1,0
1364,"backyard","large",37,0,0,28.9015256986933,1,1,1,0
1365,"backyard","large",36,1,0,29.7883545641045,1,1,1,1
1366,"backyard","small",12,0,0,9.41050336982899,1,1,1,0
1367,"beach","small",12,0,0,5.39330021154882,1,1,0,0
1368,"backyard","large",33,0,0,23.2261909451292,1,1,0,0
1369,"beach","small",19,1,0,11.6918113882624,1,1,1,0
1370,"backyard","large",41,0,0,27.3736939899821,1,1,1,0
1371,"campsite","small",12,1,0,6.18758165977975,1,1,1,0
1372,"campsite","small",10,0,0,10.7197641390912,1,1,1,1
1373,"backyard","small",19,1,1,14.6747054735982,1,1,1,0
1374,"beach","small",15,0,0,11.6502716913962,1,1,1,0
1375,"backyard","small",7,0,0,3.80522678223871,1,1,1,0
1376,"backyard","large",46,0,0,35.7319355009141,1,0,1,0
1377,"campsite","small",13,1,0,8.62660712067506,1,1,1,1
1378,"backyard","small",13,0,0,9.0705000282629,1,1,0,0
1379,"beach","small",14,1,0,10.7977770663775,1,1,1,0
1380,"campsite","small",14,0,0,8.43176280288918,1,1,1,1
1381,"backyard","large",43,1,0,36.2965471548685,1,1,0,0
1382,"backyard","large",39,1,0,26.6022657510801,1,1,1,0
1383,"backyard","small",12,0,0,8.03367110603234,1,1,0,0
1384,"backyard","large",44,0,1,39.8724492862631,0,1,1,1
1385,"backyard","large",43,1,0,35.0059317531288,1,1,0,0
1386,"backyard","small",10,0,0,6.15038684047041,1,1,0,1
1387,"campsite","small",14,0,0,9.48149874860491,1,1,1,0
1388,"backyard","small",13,1,0,10.0914574125651,1,1,1,1
1389,"campsite","small",11,0,0,5.65005315366836,1,0,1,0
1390,"backyard","large",57,1,0,40.8407244315887,1,1,1,0
1391,"backyard","small",12,0,0,7.80754053483873,0,1,1,1
1392,"beach","small",13,0,0,6.41270459700649,1,1,1,0
1393,"campsite","small",13,1,0,6.72671814367816,1,1,1,0
1394,"backyard","large",38,1,0,25.6292836567182,1,1,1,0
1395,"campsite","small",10,0,0,10.5547292100156,1,1,1,1
1396,"campsite","small",6,0,0,3.87916900508408,1,1,0,0
1397,"backyard","large",43,1,0,24.9912688078563,1,1,0,1
1398,"backyard","small",12,0,1,12.3139005230184,1,1,1,1
1399,"campsite","large",34,1,1,28.7338218586702,1,1,1,0
1400,"backyard","large",56,1,0,38.9684750540588,1,1,1,0
1401,"backyard","large",47,0,0,31.964416866687,1,1,0,0
1402,"backyard","small",10,0,0,7.72433215669241,1,1,0,0
1403,"backyard","small",8,0,0,7.54219993019316,1,0,0,0
1404,"backyard","small",11,1,0,8.89451776745744,1,1,0,0
1405,"campsite","small",14,0,1,6.3347784438159,1,1,1,0
1406,"backyard","large",46,0,1,28.7321538039234,1,1,1,0
1407,"backyard","large",43,0,0,27.3049431187742,1,1,0,1
1408,"campsite","small",17,0,0,9.03575395264845,1,0,1,0
1409,"backyard","small",11,0,0,6.6463292480465,1,1,1,0
1410,"backyard","small",16,0,0,7.87476879167728,1,1,0,0
1411,"backyard","small",14,0,0,11.2532113814102,1,1,1,0
1412,"backyard","small",12,0,0,8.93054358579005,1,1,0,1
1413,"beach","small",11,0,1,6.63680388677836,0,1,1,0
1414,"backyard","small",13,1,0,9.26902720235621,1,1,0,0
1415,"backyard","small",9,1,0,4.91123639411444,1,1,0,1
1416,"backyard","large",46,0,0,36.7756425513478,1,1,1,0
1417,"campsite","small",12,0,0,9.53453441823914,1,1,1,0
1418,"campsite","small",11,1,0,7.61297513868195,1,1,1,1
1419,"backyard","small",19,1,0,14.1471300800297,1,1,1,0
1420,"campsite","small",15,1,1,7.73377127094494,1,1,1,0
1421,"backyard","small",12,0,0,6.49227476273654,1,1,1,0
1422,"campsite","large",42,0,1,24.7027175936945,1,1,0,0
1423,"backyard","small",14,1,0,12.7125425891207,1,1,1,0
1424,"backyard","large",42,0,0,38.8010832798023,1,1,1,1
1425,"backyard","small",11,1,0,7.22694042065427,1,1,0,1
1426,"campsite","small",10,0,0,8.31907887754876,0,0,0,0
1427,"backyard","small",14,1,0,6.53835509127453,1,0,1,1
1428,"backyard","large",29,1,0,19.8030139735742,1,1,1,1
1429,"campsite","small",8,1,0,4.46971577495401,1,1,1,1
1430,"backyard","small",14,1,0,8.99690701098322,0,1,1,0
1431,"backyard","small",10,0,0,7.13309184454153,1,1,1,0
1432,"backyard","large",41,0,1,25.3591980197599,1,1,0,0
1433,"backyard","small",11,0,0,7.12965502083774,1,1,1,1
1434,"campsite","small",14,1,0,6.16644039871264,1,1,1,1
1435,"backyard","small",12,1,0,7.66955772201455,1,1,0,0
1436,"backyard","small",12,0,0,7.12123691804124,1,1,1,1
1437,"beach","small",13,0,0,8.59367919182858,1,1,1,1
1438,"backyard","small",13,0,0,9.20988524208407,1,1,1,0
1439,"backyard","small",12,0,0,5.04839539879892,1,1,1,1
1440,"backyard","small",11,0,0,6.29920979234577,1,1,0,0
1441,"backyard","small",13,1,0,6.90135621666086,1,1,0,0
1442,"backyard","small",14,1,0,11.8465914317529,0,1,0,0
1443,"backyard","small",14,1,1,7.95922040095709,1,1,0,1
1444,"backyard","small",13,1,0,7.72264497990256,1,1,1,0
1445,"backyard","small",11,0,1,4.16536171496555,1,1,0,0
1446,"beach","small",10,1,0,6.22708049839706,1,1,0,0
1447,"backyard","large",52,1,0,39.977832299293,1,1,0,0
1448,"backyard","small",14,1,0,8.61761814472058,1,1,1,0
1449,"beach","small",14,1,0,11.1529734033731,1,1,1,1
1450,"beach","small",15,0,0,7.74895464887686,1,1,1,0
1451,"campsite","small",6,0,1,3.41238392274502,1,1,0,1
1452,"backyard","small",8,1,1,3.12156064416442,1,1,1,0
1453,"campsite","small",8,1,0,4.9242112916636,1,1,1,0
1454,"campsite","small",9,0,1,5.18992991071702,1,0,1,0
1455,"beach","large",41,0,0,28.6711359086548,1,1,1,0
1456,"campsite","small",10,1,0,6.31032934626255,0,1,1,0
1457,"beach","small",14,0,0,7.37770287415833,1,0,1,0
1458,"backyard","small",12,0,0,8.53439345331121,1,1,1,0
1459,"backyard","small",13,0,1,9.96142115898489,1,1,1,1
1460,"campsite","small",11,1,1,9.34822347342936,1,1,0,1
1461,"backyard","large",44,1,0,33.5500897190939,1,1,0,0
1462,"backyard","small",15,0,0,10.8988297322546,1,1,1,0
1463,"campsite","small",12,1,0,7.57889590170389,1,1,1,1
1464,"backyard","small",9,1,0,5.39440615154075,0,1,1,1
1465,"campsite","small",11,1,0,6.32753022782678,1,1,0,0
1466,"campsite","small",13,0,0,10.7599511720995,0,1,1,0
1467,"beach","small",11,0,0,8.22737914961879,1,1,0,0
1468,"backyard","small",11,0,0,8.65832821482521,1,1,1,1
1469,"backyard","small",9,0,0,5.23103277350937,0,1,1,1
1470,"backyard","small",11,0,0,7.46303732271806,1,1,1,1
1471,"campsite","small",11,1,1,4.91098960811896,1,1,0,1
1472,"backyard","small",13,1,0,5.04469712554813,1,1,0,0
1473,"backyard","small",14,0,1,8.3854786964042,1,1,1,0
1474,"backyard","small",13,1,1,11.6686992243748,1,1,1,0
1475,"backyard","small",14,1,0,8.06736817207582,1,1,0,0
1476,"backyard","small",11,0,1,6.78562632694978,1,1,1,0
1477,"campsite","large",40,1,0,27.5777882052844,1,0,1,0
1478,"backyard","small",18,0,0,9.06764895042924,1,1,0,0
1479,"backyard","small",13,1,1,9.23007891087525,1,1,1,0
1480,"backyard","large",51,0,0,44.7391521135551,1,1,0,0
1481,"backyard","small",11,0,0,5.31412477099295,1,1,1,1
1482,"backyard","large",37,1,1,29.8300900532046,1,1,1,0
1483,"backyard","small",14,0,0,9.90015937490919,1,1,1,1
1484,"backyard","small",7,1,0,6.45598155796807,1,1,0,0
1485,"backyard","small",12,0,0,7.36218071320527,1,1,1,0
1486,"campsite","small",14,1,0,7.94613482250793,1,1,1,1
1487,"campsite","large",48,0,0,26.9618836659663,0,1,1,1
1488,"campsite","small",7,0,0,3.30299592870147,1,1,1,0
1489,"beach","large",50,0,0,46.3447601468151,0,1,0,0
1490,"backyard","large",33,1,0,25.4373856986768,1,1,1,0
1491,"backyard","small",12,0,0,7.33139724387099,0,1,1,0
1492,"backyard","small",7,0,1,5.93777559153017,1,1,1,0
1493,"backyard","small",14,0,0,8.07093791195656,1,1,1,0
1494,"campsite","small",13,0,0,10.5999883461137,1,1,0,0
1495,"backyard","small",17,0,0,10.104982783642,1,1,1,0
1496,"campsite","small",8,1,0,5.47289886946728,1,1,1,1
1497,"backyard","small",14,0,0,7.41634699878688,1,1,1,0
1498,"backyard","large",49,0,0,37.0433761702937,1,1,1,0
1499,"backyard","small",13,0,0,7.20973633466183,1,1,1,0
1500,"campsite","large",52,0,0,34.0021920525614,1,1,1,0
1501,"backyard","small",14,1,1,7.2646572032978,0,1,1,1
1502,"backyard","large",47,0,0,35.9291328112668,1,1,0,0
1503,"backyard","small",10,0,0,6.00735641469807,1,0,1,1
1504,"backyard","small",11,0,0,6.04878073504739,1,0,1,0
1505,"beach","large",39,1,1,32.6668930372432,1,1,0,1
1506,"backyard","small",16,1,0,10.168979888667,0,1,1,0
1507,"campsite","large",37,1,0,22.3008534958985,1,1,1,0
1508,"beach","small",10,1,0,6.7636414602587,1,1,0,1
1509,"campsite","large",40,1,1,31.207297451006,1,1,0,0
1510,"campsite","small",10,1,0,5.79987322988503,1,1,1,0
1511,"campsite","small",10,0,0,5.40623762503464,1,1,0,0
1512,"backyard","small",7,1,0,3.59326620218285,1,1,0,0
1513,"beach","small",14,0,1,9.63782846081254,0,1,1,1
1514,"beach","large",40,1,0,26.0853364464415,1,1,1,0
1515,"backyard","large",35,1,0,25.02036837089,0,1,0,0
1516,"beach","small",14,1,0,10.3780365894036,1,1,0,0
1517,"backyard","small",13,0,1,7.0440202671291,1,1,0,1
1518,"beach","small",11,0,0,8.1970273853289,0,1,0,0
1519,"campsite","small",15,1,0,7.78096771714413,1,1,0,0
1520,"backyard","small",6,0,0,3.17220623260267,1,1,1,0
1521,"campsite","large",52,0,0,33.9780583783168,1,1,1,0
1522,"backyard","small",9,0,0,5.48535270290321,1,1,1,0
1523,"backyard","small",13,1,0,8.78545895458885,1,1,0,0
1524,"campsite","small",20,1,1,13.5492834170787,1,1,1,0
1525,"campsite","large",46,1,0,25.4285065003851,1,1,1,1
1526,"campsite","small",10,0,1,7.16004538690025,0,1,0,0
1527,"campsite","small",16,1,0,7.98803214654019,1,0,1,0
1528,"backyard","large",26,1,0,21.2035349776292,1,1,0,0
1529,"backyard","small",12,1,1,8.41002889408996,1,1,0,0
1530,"backyard","small",12,0,0,6.90378457455965,1,1,1,0
1531,"backyard","small",21,0,1,15.715862058241,1,1,0,1
1532,"campsite","small",19,0,1,10.2970128996452,1,1,1,0
1533,"backyard","large",38,0,1,27.4047072786717,1,1,1,0
1534,"backyard","small",14,0,0,9.8881201130097,1,1,0,0
1535,"backyard","small",8,1,1,5.33577862695545,1,0,1,0
1536,"campsite","large",44,0,1,31.2850827279133,1,0,0,0
1537,"backyard","small",9,1,1,7.09157516778543,1,1,1,0
1538,"campsite","small",13,1,0,7.37923255652305,1,1,1,0
1539,"backyard","large",33,1,0,28.3193851546689,1,1,0,0
1540,"campsite","small",7,1,0,3.94639490199521,1,1,0,0
1541,"beach","small",15,1,0,7.26414916203316,1,1,0,1
1542,"backyard","small",15,1,1,12.4955665151478,1,1,1,0
1543,"backyard","small",12,1,1,8.75395741490064,1,1,1,1
1544,"beach","small",13,0,0,11.4538138558881,1,1,1,0
1545,"campsite","small",7,1,0,2.34172377677631,1,0,1,0
1546,"campsite","small",16,0,1,13.0717878214769,1,0,1,0
1547,"beach","large",49,0,0,29.2478318055892,1,1,1,0
1548,"backyard","small",16,0,0,14.8052201489203,1,1,0,0
1549,"campsite","large",34,0,0,31.6165706003144,1,0,1,1
1550,"backyard","small",15,0,0,7.15250890340105,1,1,1,1
1551,"backyard","large",33,1,1,24.0218759608241,1,0,1,0
1552,"backyard","small",17,0,0,7.95985494515929,1,1,0,1
1553,"backyard","small",11,0,0,6.01061951342452,1,1,1,0
1554,"backyard","small",14,1,1,8.32792155352767,1,1,0,0
1555,"campsite","small",9,0,0,7.654260696519,1,1,0,0
1556,"campsite","small",12,0,0,8.07453088320409,1,1,1,0
1557,"backyard","small",12,1,0,10.6511343181617,1,1,1,0
1558,"campsite","small",16,1,0,10.06402513271,0,1,0,0
1559,"backyard","large",51,1,0,37.4785302154135,1,1,0,0
1560,"backyard","large",41,0,0,26.5648403541322,1,1,1,1
1561,"backyard","large",46,1,0,31.2786087189182,1,1,1,0
1562,"backyard","small",9,0,1,9.71299154642301,1,1,1,0
1563,"campsite","large",42,1,0,30.9038830690612,1,1,0,1
1564,"backyard","small",11,1,0,7.64539161287051,1,1,0,0
1565,"backyard","small",9,1,0,4.65282934724533,0,1,1,1
1566,"backyard","small",15,0,0,7.2549101163449,1,1,0,1
1567,"backyard","small",11,0,0,7.87926174986128,1,1,0,0
1568,"backyard","small",9,1,0,6.08445444344908,1,1,0,1
1569,"campsite","small",17,1,0,8.22995298391773,1,1,1,0
1570,"backyard","small",11,0,0,5.67837860795235,0,1,0,0
1571,"backyard","small",13,1,0,6.37166951128843,1,1,0,0
1572,"backyard","small",15,1,1,11.8850278154126,1,1,1,0
1573,"campsite","small",11,1,0,9.81155671448608,1,1,1,1
1574,"backyard","large",46,0,0,31.4827794668533,0,1,1,0
1575,"backyard","small",6,1,0,2.27728273361176,1,1,0,0
1576,"campsite","large",42,0,1,35.9061206437556,1,1,1,0
1577,"campsite","large",48,0,0,35.7472030622831,1,1,1,0
1578,"backyard","small",10,1,0,4.86987330138527,0,1,1,0
1579,"backyard","small",9,0,0,4.87971389179174,1,1,0,0
1580,"backyard","small",21,1,0,13.2923354584433,1,1,1,0
1581,"backyard","large",44,0,0,33.3575965888272,1,1,0,1
1582,"backyard","small",19,1,0,5.34977819352233,0,1,1,0
1583,"campsite","small",11,0,0,7.63661013688201,1,1,1,1
1584,"backyard","small",12,1,1,8.58203642599506,1,1,0,0
1585,"backyard","small",15,1,0,10.7634785175699,1,1,0,0
1586,"beach","small",12,1,0,9.48673135506409,1,1,0,1
1587,"backyard","small",13,1,0,7.67234850458565,0,1,0,0
1588,"backyard","small",14,0,1,7.51975842324898,1,1,0,1
1589,"beach","small",14,1,0,10.6493027828277,1,1,1,0
1590,"backyard","small",12,0,0,6.37915934621675,1,1,1,0
1591,"campsite","large",42,0,1,31.0223611397103,0,1,0,1
1592,"backyard","small",9,0,0,5.49369532169027,1,1,1,0
1593,"campsite","large",41,0,0,33.1615018137786,1,1,1,1
1594,"campsite","small",12,0,1,7.02939784384479,1,1,1,0
1595,"backyard","small",13,1,0,8.61654770555839,1,1,1,0
1596,"campsite","small",13,0,0,8.52920668445869,0,1,1,0
